Asset ID,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
LWPNMA137194,7117,L54296,L,301,310.5,1601,33.2,77,0,No Failure
LWPNMA137195,7118,L54297,L,300.9,310.5,1570,40.1,79,0,No Failure
LWPNMA137196,7119,L54298,L,300.9,310.5,1565,35.9,81,0,No Failure
LWPNMA137197,7120,L54299,L,301,310.5,1378,44.4,83,0,No Failure
LWPNMA137198,7121,L54300,L,300.9,310.5,2288,16.1,85,0,No Failure
LWPNMA137199,7122,M21981,M,300.9,310.4,1375,44.7,87,0,No Failure
LWPNMA137200,7123,L54302,L,300.9,310.4,1788,27.8,90,0,No Failure
LWPNMA137201,7124,M21983,M,300.9,310.4,1576,40.4,92,0,No Failure
LWPNMA137202,7125,M21984,M,300.8,310.3,1868,24.5,95,0,No Failure
LWPNMA137203,7126,L54305,L,300.7,310.1,1261,56.6,98,0,No Failure
LWPNMA137204,7127,M21986,M,300.6,310,1542,33.9,100,0,No Failure
LWPNMA137205,7128,L54307,L,300.6,310,1438,53.8,103,0,No Failure
LWPNMA137206,7129,L54308,L,300.6,310,1511,36.9,105,0,No Failure
LWPNMA137207,7130,L54309,L,300.6,310,1635,31,107,0,No Failure
LWPNMA137208,7131,L54310,L,300.6,309.9,1428,48.8,109,0,No Failure
LWPNMA137209,7132,M21991,M,300.5,309.8,1410,44.4,111,0,No Failure
LWPNMA137210,7133,L54312,L,300.5,309.9,1423,47.9,114,0,No Failure
LWPNMA137211,7134,M21993,M,300.5,309.9,1552,41.3,116,0,No Failure
LWPNMA137212,7135,M21994,M,300.5,310,1406,50.2,119,0,No Failure
LWPNMA137213,7136,L54315,L,300.5,309.9,1443,48.3,122,0,No Failure
LWPNMA137214,7137,M21996,M,300.5,309.9,1343,63.7,124,0,No Failure
LWPNMA137215,7138,M21997,M,300.6,310,1486,41.2,127,0,No Failure
LWPNMA137216,7139,L54318,L,300.6,310.1,1297,50,130,0,No Failure
LWPNMA137217,7140,L54319,L,300.6,310.1,1495,42.3,132,0,No Failure
LWPNMA137218,7141,L54320,L,300.5,309.9,1382,46.5,134,0,No Failure
LWPNMA137219,7142,M22001,M,300.4,309.8,1356,44.4,136,0,No Failure
LWPNMA137220,7143,H36556,H,300.3,309.7,1452,41.5,139,0,No Failure
LWPNMA137221,7144,H36557,H,300.3,309.7,1582,30.8,144,0,No Failure
LWPNMA137222,7145,M22004,M,300.4,309.8,1517,40.3,149,0,No Failure
LWPNMA137223,7146,L54325,L,300.5,310,1413,44.5,152,0,No Failure
LWPNMA137224,7147,L54326,L,300.4,309.9,1496,31.8,154,0,No Failure
LWPNMA137225,7148,L54327,L,300.3,309.8,1466,41.2,156,0,No Failure
LWPNMA137226,7149,M22008,M,300.3,309.8,1617,40.8,158,0,No Failure
LWPNMA137227,7150,L54329,L,300.2,309.8,1506,41.8,161,0,No Failure
LWPNMA137228,7151,L54330,L,300.2,309.8,1401,49.3,163,0,No Failure
LWPNMA137229,7152,H36565,H,300.2,309.9,1906,22.9,165,0,No Failure
LWPNMA137230,7153,L54332,L,300.2,309.9,1566,36.4,170,0,No Failure
LWPNMA137231,7154,L54333,L,300.2,310,1493,47.3,172,0,No Failure
LWPNMA137232,7155,L54334,L,300.3,310.1,1483,39.9,174,0,No Failure
LWPNMA137233,7156,M22015,M,300.2,309.9,1569,31.2,176,0,No Failure
LWPNMA137234,7157,M22016,M,300.2,310,1664,30.7,179,0,No Failure
LWPNMA137235,7158,L54337,L,300.2,310,1486,40.1,182,0,No Failure
LWPNMA137236,7159,L54338,L,300.2,310,1389,53.6,184,0,No Failure
LWPNMA137237,7160,L54339,L,300.1,310,1511,41.7,186,0,No Failure
LWPNMA137238,7161,M22020,M,300.2,310.1,1485,40.5,188,0,No Failure
LWPNMA137239,7162,L54341,L,300.2,310.2,1440,42.9,191,0,No Failure
LWPNMA137240,7163,L54342,L,300.2,310.2,1378,43.9,193,0,No Failure
LWPNMA137241,7164,M22023,M,300.1,310.1,1501,39.3,195,0,No Failure
LWPNMA137242,7165,M22024,M,300.2,310.1,1474,44,198,0,No Failure
LWPNMA137243,7166,L54345,L,300.2,310.1,1392,47.9,201,0,No Failure
LWPNMA137244,7167,M22026,M,300.3,310.2,1429,44.7,203,0,No Failure
LWPNMA137245,7168,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure
LWPNMA137246,7169,L54348,L,300.3,310.3,1704,29.5,0,0,No Failure
LWPNMA137247,7170,L54349,L,300.3,310.2,1492,52.3,2,0,No Failure
LWPNMA137248,7171,M22030,M,300.3,310.2,1442,39.5,4,0,No Failure
LWPNMA137249,7172,M22031,M,300.2,310.2,1438,51.5,7,0,No Failure
LWPNMA137250,7173,M22032,M,300.1,310.1,1402,46.6,10,0,No Failure
LWPNMA137251,7174,L54353,L,300.1,310.1,1684,30.8,13,0,No Failure
LWPNMA137252,7175,L54354,L,300.2,310.2,1530,48.5,15,0,No Failure
LWPNMA137253,7176,L54355,L,300.1,310.1,1569,43.5,17,0,No Failure
LWPNMA137254,7177,L54356,L,300.1,310.1,1650,31.6,19,0,No Failure
LWPNMA137255,7178,L54357,L,300.2,310.2,1415,49.6,21,0,No Failure
LWPNMA137256,7179,L54358,L,300.2,310.2,1600,31.5,23,0,No Failure
LWPNMA137257,7180,L54359,L,300.2,310.1,1523,42.3,25,0,No Failure
LWPNMA137258,7181,M22040,M,300.2,310.2,1628,30.3,27,0,No Failure
LWPNMA137259,7182,L54361,L,300.2,310.3,1331,52.1,30,0,No Failure
LWPNMA137260,7183,L54362,L,300.3,310.3,2158,16.8,32,0,No Failure
LWPNMA137261,7184,L54363,L,300.2,310.3,1445,50.9,34,0,No Failure
LWPNMA137262,7185,M22044,M,300.2,310.3,1593,36.1,36,0,No Failure
LWPNMA137263,7186,L54365,L,300.3,310.4,1672,29.2,39,0,No Failure
LWPNMA137264,7187,M22046,M,300.4,310.5,1644,31.4,41,0,No Failure
LWPNMA137265,7188,L54367,L,300.4,310.5,1402,54.3,44,0,No Failure
LWPNMA137266,7189,L54368,L,300.4,310.4,1286,56.8,46,0,No Failure
LWPNMA137267,7190,L54369,L,300.4,310.4,1486,46.3,48,0,No Failure
LWPNMA137268,7191,L54370,L,300.3,310.3,1345,46.3,50,0,No Failure
LWPNMA137269,7192,L54371,L,300.3,310.3,1629,34.1,52,0,No Failure
LWPNMA137270,7193,M22052,M,300.2,310.2,1429,43.8,54,0,No Failure
LWPNMA137271,7194,L54373,L,300.1,310.1,1306,64.7,57,0,No Failure
LWPNMA137272,7195,L54374,L,300.1,310.1,1380,52.6,59,0,No Failure
LWPNMA137273,7196,M22055,M,300.1,310.1,1443,49.3,61,0,No Failure
LWPNMA137274,7197,H36610,H,300.1,310.1,1426,42.7,64,0,No Failure
LWPNMA137275,7198,L54377,L,300,310,1486,41.8,69,0,No Failure
LWPNMA137276,7199,M22058,M,300,309.9,1530,34.5,71,0,No Failure
LWPNMA137277,7200,L54379,L,300,309.9,1507,41.4,74,0,No Failure
LWPNMA137278,7201,L54380,L,300,309.9,1608,33.4,76,0,No Failure
LWPNMA137279,7202,L54381,L,300,309.8,1474,40.6,78,0,No Failure
LWPNMA137280,7203,L54382,L,300,309.7,1326,61.9,80,0,No Failure
LWPNMA137281,7204,M22063,M,299.8,309.6,1434,48,82,0,No Failure
LWPNMA137282,7205,L54384,L,299.8,309.6,1526,41.7,85,0,No Failure
LWPNMA137283,7206,L54385,L,299.8,309.7,1483,39.6,87,0,No Failure
LWPNMA137284,7207,L54386,L,299.8,309.7,1457,51.9,89,0,No Failure
LWPNMA137285,7208,M22067,M,299.7,309.6,1540,34.4,91,0,No Failure
LWPNMA137286,7209,L54388,L,299.8,309.7,1707,29.1,94,0,No Failure
LWPNMA137287,7210,L54389,L,299.8,309.7,1624,34.2,96,0,No Failure
LWPNMA137288,7211,M22070,M,299.8,309.6,1331,50.2,98,0,No Failure
LWPNMA137289,7212,L54391,L,299.8,309.7,1431,40.3,101,0,No Failure
LWPNMA137290,7213,M22072,M,299.8,309.7,1705,28.5,103,0,No Failure
LWPNMA137291,7214,M22073,M,299.8,309.8,1427,45.2,106,0,No Failure
LWPNMA137292,7215,M22074,M,299.9,309.8,1625,41.2,109,0,No Failure
LWPNMA137293,7216,L54395,L,299.9,309.8,1477,47.7,112,0,No Failure
LWPNMA137294,7217,M22076,M,300,309.9,1651,28.1,114,0,No Failure
LWPNMA137295,7218,L54397,L,299.9,309.8,1716,28.2,117,0,No Failure
LWPNMA137296,7219,H36632,H,299.9,309.8,1400,48.7,119,0,No Failure
LWPNMA137297,7220,M22079,M,299.8,309.7,1556,37.7,124,0,No Failure
LWPNMA137298,7221,L54400,L,299.8,309.7,1429,42.6,127,0,No Failure
LWPNMA137299,7222,H36635,H,299.7,309.6,1433,49.6,129,0,No Failure
LWPNMA137300,7223,M22082,M,299.8,309.7,1320,61.7,134,0,No Failure
LWPNMA137301,7224,L54403,L,299.8,309.6,1374,51.6,137,0,No Failure
LWPNMA137302,7225,L54404,L,299.8,309.6,1598,31,139,0,No Failure
LWPNMA137303,7226,M22085,M,299.8,309.7,1910,21.8,141,0,No Failure
LWPNMA137304,7227,L54406,L,299.7,309.6,1399,51.3,144,0,No Failure
LWPNMA137305,7228,L54407,L,299.7,309.6,1720,27.1,146,0,No Failure
LWPNMA137306,7229,H36642,H,299.8,309.7,1368,47.4,148,0,No Failure
LWPNMA137307,7230,L54409,L,299.8,309.8,1749,33.4,153,0,No Failure
LWPNMA137308,7231,L54410,L,299.8,309.8,1542,39.4,155,0,No Failure
LWPNMA137309,7232,L54411,L,299.8,309.9,1553,36.6,157,0,No Failure
LWPNMA137310,7233,M22092,M,299.9,309.9,1639,42.1,159,0,No Failure
LWPNMA137311,7234,L54413,L,299.9,310,1447,45.9,162,0,No Failure
LWPNMA137312,7235,M22094,M,299.8,310,1397,48.1,164,0,No Failure
LWPNMA137313,7236,L54415,L,299.8,310,1361,53.8,167,0,No Failure
LWPNMA137314,7237,M22096,M,299.8,310,1460,37.1,169,0,No Failure
LWPNMA137315,7238,M22097,M,299.8,310,1632,33.7,172,0,No Failure
LWPNMA137316,7239,L54418,L,299.8,310,1697,36,175,0,No Failure
LWPNMA137317,7240,L54419,L,299.8,310.1,1553,42,177,0,No Failure
LWPNMA137318,7241,M22100,M,299.9,310.1,1362,56.3,179,0,No Failure
LWPNMA137319,7242,M22101,M,299.9,310,1484,42.1,182,0,No Failure
LWPNMA137320,7243,H36656,H,299.9,310.1,1447,51.4,185,0,No Failure
LWPNMA137321,7244,M22103,M,300,310.2,1393,51.2,190,0,No Failure
LWPNMA137322,7245,L54424,L,300,310.2,1760,26.9,193,0,No Failure
LWPNMA137323,7246,L54425,L,300,310.1,1477,34.6,195,0,No Failure
LWPNMA137324,7247,L54426,L,299.9,310.1,1681,29.1,197,0,No Failure
LWPNMA137325,7248,M22107,M,300,310.1,1314,53.5,199,0,No Failure
LWPNMA137326,7249,L54428,L,300,310.1,1762,28,202,0,No Failure
LWPNMA137327,7250,L54429,L,299.9,310,1402,44.7,204,0,No Failure
LWPNMA137328,7251,M22110,M,300.1,310.2,1429,42,206,0,No Failure
LWPNMA137329,7252,M22111,M,300.2,310.3,1448,40.1,209,0,No Failure
LWPNMA137330,7253,H36666,H,300.2,310.4,1501,42.9,212,0,No Failure
LWPNMA137331,7254,L54433,L,300.3,310.5,1522,39.1,217,0,No Failure
LWPNMA137332,7255,L54434,L,300.3,310.4,1493,37.5,219,0,No Failure
LWPNMA137333,7256,M22115,M,300.2,310.3,1704,29.4,221,0,No Failure
LWPNMA137334,7257,H36670,H,300.2,310.3,1408,42.5,0,0,No Failure
LWPNMA137335,7258,L54437,L,300.2,310.4,1518,41.8,5,0,No Failure
LWPNMA137336,7259,L54438,L,300.3,310.4,1742,25.9,7,0,No Failure
LWPNMA137337,7260,M22119,M,300.4,310.5,1500,43,9,0,No Failure
LWPNMA137338,7261,L54440,L,300.4,310.5,2424,14.5,12,0,No Failure
LWPNMA137339,7262,L54441,L,300.4,310.5,1818,25.1,14,0,No Failure
LWPNMA137340,7263,M22122,M,300.4,310.6,1545,35.6,16,0,No Failure
LWPNMA137341,7264,L54443,L,300.4,310.6,1429,46.9,19,0,No Failure
LWPNMA137342,7265,M22124,M,300.4,310.6,1448,44.9,21,0,No Failure
LWPNMA137343,7266,L54445,L,300.4,310.6,1384,48.7,24,0,No Failure
LWPNMA137344,7267,L54446,L,300.4,310.5,1578,32.8,26,0,No Failure
LWPNMA137345,7268,L54447,L,300.5,310.5,1695,26.7,28,0,No Failure
LWPNMA137346,7269,L54448,L,300.5,310.6,1543,36.2,30,0,No Failure
LWPNMA137347,7270,M22129,M,300.4,310.5,1540,33.4,32,0,No Failure
LWPNMA137348,7271,L54450,L,300.2,310.4,1808,25.8,35,0,No Failure
LWPNMA137349,7272,M22131,M,300.3,310.4,1293,49.7,37,0,No Failure
LWPNMA137350,7273,L54452,L,300.2,310.3,1202,59.5,40,0,No Failure
LWPNMA137351,7274,M22133,M,300.2,310.3,1704,29.2,42,0,No Failure
LWPNMA137352,7275,M22134,M,300.2,310.3,1478,38.1,45,0,No Failure
LWPNMA137353,7276,L54455,L,300.2,310.3,1514,38.7,48,0,No Failure
LWPNMA137354,7277,M22136,M,300.1,310.3,1350,48.8,50,0,No Failure
LWPNMA137355,7278,L54457,L,300.1,310.2,1475,54.2,53,0,No Failure
LWPNMA137356,7279,H36692,H,300,310.1,1714,28.7,55,0,No Failure
LWPNMA137357,7280,L54459,L,300,310.1,1465,40.9,60,0,No Failure
LWPNMA137358,7281,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure
LWPNMA137359,7282,L54461,L,300,310.2,1675,29.7,64,0,No Failure
LWPNMA137360,7283,L54462,L,300,310.2,1486,36.4,66,0,No Failure
LWPNMA137361,7284,M22143,M,300,310.2,1443,58.7,68,0,No Failure
LWPNMA137362,7285,M22144,M,300.1,310.3,1345,57.1,71,0,No Failure
LWPNMA137363,7286,M22145,M,300.2,310.4,1202,61.7,74,0,No Failure
LWPNMA137364,7287,M22146,M,300.1,310.4,1480,37.1,77,0,No Failure
LWPNMA137365,7288,M22147,M,300.2,310.4,1530,35.7,80,0,No Failure
LWPNMA137366,7289,M22148,M,300.2,310.6,1983,20.8,83,0,No Failure
LWPNMA137367,7290,L54469,L,300.3,310.6,1433,53.8,86,0,No Failure
LWPNMA137368,7291,L54470,L,300.3,310.6,1806,24.4,88,0,No Failure
LWPNMA137369,7292,L54471,L,300.2,310.5,1416,46.7,90,0,No Failure
LWPNMA137370,7293,M22152,M,300.1,310.4,1556,38.1,92,0,No Failure
LWPNMA137371,7294,L54473,L,300.1,310.5,1627,29.2,95,0,No Failure
LWPNMA137372,7295,L54474,L,300.1,310.6,1809,24.3,97,0,No Failure
LWPNMA137373,7296,M22155,M,300.1,310.5,1329,57.4,99,0,No Failure
LWPNMA137374,7297,H36710,H,300,310.4,1881,21.9,102,0,No Failure
LWPNMA137375,7298,L54477,L,300.1,310.5,1500,39.8,107,0,No Failure
LWPNMA137376,7299,L54478,L,300.1,310.5,1532,36,109,0,No Failure
LWPNMA137377,7300,L54479,L,300.1,310.5,1492,50.9,111,0,No Failure
LWPNMA137378,7301,L54480,L,300.2,310.6,1431,42.3,113,0,No Failure
LWPNMA137379,7302,L54481,L,300.1,310.4,1554,39.4,115,0,No Failure
LWPNMA137380,7303,L54482,L,300.1,310.5,1494,44.2,117,0,No Failure
LWPNMA137381,7304,L54483,L,300.1,310.6,1374,45.4,119,0,No Failure
LWPNMA137382,7305,L54484,L,300.1,310.5,1394,44.3,121,0,No Failure
LWPNMA137383,7306,M22165,M,300,310.5,1790,25.7,123,0,No Failure
LWPNMA137384,7307,L54486,L,300.1,310.5,1356,45.8,126,0,No Failure
LWPNMA137385,7308,M22167,M,300,310.4,1385,52.1,128,0,No Failure
LWPNMA137386,7309,L54488,L,300,310.4,1333,49.1,131,0,No Failure
LWPNMA137387,7310,L54489,L,300,310.4,1505,44.9,133,0,No Failure
LWPNMA137388,7311,L54490,L,300,310.5,1606,33.5,135,0,No Failure
LWPNMA137389,7312,H36725,H,300,310.5,1558,36.7,137,0,No Failure
LWPNMA137390,7313,L54492,L,300,310.5,1412,52.4,142,0,No Failure
LWPNMA137391,7314,L54493,L,299.9,310.4,1408,38.4,144,0,No Failure
LWPNMA137392,7315,L54494,L,299.9,310.3,1268,53.3,146,0,No Failure
LWPNMA137393,7316,L54495,L,299.9,310.4,1470,50,148,0,No Failure
LWPNMA137394,7317,L54496,L,299.9,310.4,1497,47,150,0,No Failure
LWPNMA137395,7318,L54497,L,299.9,310.3,1638,29.1,152,0,No Failure
LWPNMA137396,7319,H36732,H,299.9,310.3,1535,43.9,154,0,No Failure
LWPNMA137397,7320,L54499,L,299.8,310.2,1654,32.7,159,0,No Failure
LWPNMA137398,7321,H36734,H,299.8,310.2,1411,49.7,161,0,No Failure
LWPNMA137399,7322,L54501,L,299.8,310.2,1911,23.5,166,0,No Failure
LWPNMA137400,7323,H36736,H,299.8,310.2,1573,33.3,168,0,No Failure
LWPNMA137401,7324,L54503,L,299.9,310.2,1479,46.3,173,0,No Failure
LWPNMA137402,7325,M22184,M,299.9,310.4,1820,26.6,175,0,No Failure
LWPNMA137403,7326,L54505,L,299.9,310.4,1419,45.7,178,0,No Failure
LWPNMA137404,7327,M22186,M,299.9,310.5,1335,52.9,180,0,No Failure
LWPNMA137405,7328,M22187,M,299.9,310.5,1576,39.4,183,0,No Failure
LWPNMA137406,7329,L54508,L,300,310.5,1517,42.2,186,0,No Failure
LWPNMA137407,7330,M22189,M,299.9,310.4,1576,34.3,188,0,No Failure
LWPNMA137408,7331,H36744,H,299.8,310.2,1537,36.6,191,0,No Failure
LWPNMA137409,7332,L54511,L,299.8,310.3,1524,34.2,196,0,No Failure
LWPNMA137410,7333,M22192,M,299.8,310.3,1805,23.7,198,0,No Failure
LWPNMA137411,7334,M22193,M,299.9,310.4,1367,53.3,201,0,No Failure
LWPNMA137412,7335,L54514,L,299.8,310.4,1694,30.3,204,0,No Failure
LWPNMA137413,7336,L54515,L,299.9,310.4,1328,49.9,206,0,No Failure
LWPNMA137414,7337,H36750,H,299.9,310.5,1549,42.8,208,0,No Failure
LWPNMA137415,7338,L54517,L,299.9,310.5,1539,32.8,213,0,No Failure
LWPNMA137416,7339,L54518,L,299.8,310.5,1496,38.8,215,0,No Failure
LWPNMA137417,7340,L54519,L,299.8,310.4,1579,36.4,0,0,No Failure
LWPNMA137418,7341,L54520,L,299.7,310.3,1386,46.6,2,0,No Failure
LWPNMA137419,7342,L54521,L,299.7,310.3,1505,37.7,4,0,No Failure
LWPNMA137420,7343,M22202,M,299.7,310.3,1661,34.5,6,0,No Failure
LWPNMA137421,7344,L54523,L,299.6,310.2,1468,48,9,0,No Failure
LWPNMA137422,7345,L54524,L,299.6,310.1,1384,49.8,11,0,No Failure
LWPNMA137423,7346,L54525,L,299.6,310.2,1381,60.5,13,0,No Failure
LWPNMA137424,7347,L54526,L,299.6,310.2,1469,47,15,0,No Failure
LWPNMA137425,7348,L54527,L,299.6,310.2,1627,36.6,17,0,No Failure
LWPNMA137426,7349,H36762,H,299.7,310.3,1462,40.4,19,0,No Failure
LWPNMA137427,7350,L54529,L,299.7,310.2,1633,36.5,24,0,No Failure
LWPNMA137428,7351,L54530,L,299.7,310.2,1469,39.5,26,0,No Failure
LWPNMA137429,7352,L54531,L,299.7,310.2,1458,43.4,28,0,No Failure
LWPNMA137430,7353,M22212,M,299.7,310.2,1440,42.8,30,0,No Failure
LWPNMA137431,7354,L54533,L,299.8,310.3,1687,30.4,33,0,No Failure
LWPNMA137432,7355,M22214,M,299.7,310.3,1429,47.7,35,0,No Failure
LWPNMA137433,7356,L54535,L,299.6,310.2,1588,34.1,38,0,No Failure
LWPNMA137434,7357,L54536,L,299.6,310.2,1333,51.2,40,0,No Failure
LWPNMA137435,7358,L54537,L,299.6,310.1,1487,42.9,42,0,No Failure
LWPNMA137436,7359,M22218,M,299.5,310.1,1659,31.5,44,0,No Failure
LWPNMA137437,7360,M22219,M,299.4,310,1512,43.2,47,0,No Failure
LWPNMA137438,7361,L54540,L,299.5,310.1,1585,35.2,50,0,No Failure
LWPNMA137439,7362,L54541,L,299.5,310,1502,38.5,52,0,No Failure
LWPNMA137440,7363,L54542,L,299.5,310,1594,35.1,54,0,No Failure
LWPNMA137441,7364,L54543,L,299.5,310,1412,48.9,56,0,No Failure
LWPNMA137442,7365,L54544,L,299.5,309.9,1402,51.7,58,0,No Failure
LWPNMA137443,7366,L54545,L,299.6,310.1,2057,20.4,60,0,No Failure
LWPNMA137444,7367,H36780,H,299.6,310.1,1531,36.8,62,0,No Failure
LWPNMA137445,7368,M22227,M,299.5,310.1,1359,61.1,67,0,No Failure
LWPNMA137446,7369,M22228,M,299.6,310.2,1620,30,70,0,No Failure
LWPNMA137447,7370,M22229,M,299.6,310.1,1646,29.6,73,0,No Failure
LWPNMA137448,7371,M22230,M,299.6,310.1,1455,46.1,76,0,No Failure
LWPNMA137449,7372,L54551,L,299.6,310.2,1512,44,79,0,No Failure
LWPNMA137450,7373,L54552,L,299.6,310.2,1473,42.7,81,0,No Failure
LWPNMA137451,7374,L54553,L,299.6,310.1,1553,38,83,0,No Failure
LWPNMA137452,7375,L54554,L,299.5,310,1379,50.4,85,0,No Failure
LWPNMA137453,7376,M22235,M,299.4,309.9,1567,40.6,87,0,No Failure
LWPNMA137454,7377,L54556,L,299.5,310,1481,43.1,90,0,No Failure
LWPNMA137455,7378,L54557,L,299.5,310,1349,52.7,92,0,No Failure
LWPNMA137456,7379,L54558,L,299.5,310,1388,52.4,94,0,No Failure
LWPNMA137457,7380,M22239,M,299.6,310.1,1357,48.7,96,0,No Failure
LWPNMA137458,7381,L54560,L,299.6,310.2,1743,24.8,99,0,No Failure
LWPNMA137459,7382,L54561,L,299.7,310.3,1495,43.1,101,0,No Failure
LWPNMA137460,7383,L54562,L,299.8,310.4,1698,28.3,103,0,No Failure
LWPNMA137461,7384,M22243,M,299.7,310.4,1410,44.5,105,0,No Failure
LWPNMA137462,7385,L54564,L,299.7,310.4,1614,36.2,108,0,No Failure
LWPNMA137463,7386,M22245,M,299.8,310.5,1375,53.9,110,0,No Failure
LWPNMA137464,7387,M22246,M,299.8,310.6,1574,31.8,113,0,No Failure
LWPNMA137465,7388,H36801,H,299.8,310.6,1423,44.6,116,0,No Failure
LWPNMA137466,7389,M22248,M,299.8,310.6,1694,31.3,121,0,No Failure
LWPNMA137467,7390,L54569,L,299.8,310.6,1707,32.5,124,0,No Failure
LWPNMA137468,7391,M22250,M,299.7,310.5,1490,41.2,126,0,No Failure
LWPNMA137469,7392,L54571,L,299.7,310.6,1675,31.3,129,0,No Failure
LWPNMA137470,7393,M22252,M,299.7,310.5,1492,39.3,131,0,No Failure
LWPNMA137471,7394,M22253,M,299.7,310.5,1594,35.4,134,0,No Failure
LWPNMA137472,7395,L54574,L,299.7,310.6,1479,38,137,0,No Failure
LWPNMA137473,7396,M22255,M,299.7,310.6,1572,38,139,0,No Failure
LWPNMA137474,7397,L54576,L,299.7,310.6,1616,35.1,142,0,No Failure
LWPNMA137475,7398,L54577,L,299.7,310.6,1737,26.1,144,0,No Failure
LWPNMA137476,7399,M22258,M,299.7,310.7,1498,37.8,146,0,No Failure
LWPNMA137477,7400,L54579,L,299.6,310.6,1642,35.1,149,0,No Failure
LWPNMA137478,7401,M22260,M,299.6,310.6,1633,34.2,151,0,No Failure
LWPNMA137479,7402,L54581,L,299.8,310.8,1409,51.9,154,0,No Failure
LWPNMA137480,7403,M22262,M,299.8,310.8,1463,43.5,156,0,No Failure
LWPNMA137481,7404,L54583,L,299.8,310.8,1376,48.6,159,0,No Failure
LWPNMA137482,7405,L54584,L,299.8,310.8,1553,32.2,161,0,No Failure
LWPNMA137483,7406,M22265,M,299.8,310.8,1530,35.2,163,0,No Failure
LWPNMA137484,7407,L54586,L,299.8,310.9,1545,40.7,166,0,No Failure
LWPNMA137485,7408,H36821,H,299.8,310.9,1427,47.2,168,0,No Failure
LWPNMA137486,7409,L54588,L,299.9,310.9,1292,51.1,173,0,No Failure
LWPNMA137487,7410,L54589,L,299.8,310.9,2084,17.6,175,0,No Failure
LWPNMA137488,7411,L54590,L,299.9,311,1747,27.6,177,0,No Failure
LWPNMA137489,7412,L54591,L,300,311.1,1425,47.8,179,0,No Failure
LWPNMA137490,7413,L54592,L,300,311,1637,33.6,181,0,No Failure
LWPNMA137491,7414,M22273,M,300.1,311.1,1616,35.2,183,0,No Failure
LWPNMA137492,7415,L54594,L,300.1,311.1,1619,33.4,186,0,No Failure
LWPNMA137493,7416,L54595,L,300.1,311.2,1489,39.1,188,0,No Failure
LWPNMA137494,7417,M22276,M,300.1,311.2,1452,42.4,190,0,No Failure
LWPNMA137495,7418,M22277,M,300.1,311.3,1495,41,193,0,No Failure
LWPNMA137496,7419,M22278,M,300.2,311.4,1427,39.7,196,0,No Failure
LWPNMA137497,7420,L54599,L,300.1,311.4,1572,36.2,199,0,No Failure
LWPNMA137498,7421,L54600,L,300.1,311.3,1547,40,201,0,No Failure
LWPNMA137499,7422,M22281,M,300.1,311.4,1342,48.5,203,0,No Failure
LWPNMA137500,7423,L54602,L,300,311.2,1351,44.1,206,0,No Failure
LWPNMA137501,7424,L54603,L,300,311.3,1407,47.3,208,0,No Failure
LWPNMA137502,7425,M22284,M,300.1,311.4,1575,29.8,210,0,No Failure
LWPNMA137503,7426,M22285,M,300,311.4,1791,24.1,213,0,No Failure
LWPNMA137504,7427,M22286,M,300,311.4,1692,29,216,1,Tool Wear Failure
LWPNMA137505,7428,L54607,L,300,311.4,1634,31.9,0,0,No Failure
LWPNMA137506,7429,M22288,M,300,311.4,1864,23.3,2,0,No Failure
LWPNMA137507,7430,L54609,L,300,311.4,1590,33.6,5,0,No Failure
LWPNMA137508,7431,M22290,M,300,311.4,1384,46.1,7,0,No Failure
LWPNMA137509,7432,M22291,M,300,311.4,1352,61.8,10,0,No Failure
LWPNMA137510,7433,L54612,L,300.1,311.4,1484,43.1,13,0,No Failure
LWPNMA137511,7434,M22293,M,300.1,311.4,1913,21.9,15,0,No Failure
LWPNMA137512,7435,L54614,L,300,311.4,1508,38.2,18,0,No Failure
LWPNMA137513,7436,L54615,L,299.9,311.3,1504,40.7,20,0,No Failure
LWPNMA137514,7437,L54616,L,300,311.4,1487,41.2,22,0,No Failure
LWPNMA137515,7438,L54617,L,299.8,311.3,1727,30,24,0,No Failure
LWPNMA137516,7439,L54618,L,299.9,311.3,1647,27.5,26,0,No Failure
LWPNMA137517,7440,L54619,L,300,311.3,1493,41.4,28,0,No Failure
LWPNMA137518,7441,L54620,L,300,311.4,1655,29.6,30,0,No Failure
LWPNMA137519,7442,M22301,M,299.9,311.4,1337,54.8,32,0,No Failure
LWPNMA137520,7443,L54622,L,300,311.5,1601,36.9,35,0,No Failure
LWPNMA137521,7444,H36857,H,300.1,311.6,1589,37.9,37,0,No Failure
LWPNMA137522,7445,L54624,L,300.2,311.7,1286,55.1,42,0,No Failure
LWPNMA137523,7446,L54625,L,300.2,311.7,1553,41.3,44,0,No Failure
LWPNMA137524,7447,L54626,L,300.2,311.8,1379,51,46,0,No Failure
LWPNMA137525,7448,M22307,M,300.3,311.9,1677,30.8,48,0,No Failure
LWPNMA137526,7449,L54628,L,300.3,311.8,1488,38.4,51,0,No Failure
LWPNMA137527,7450,L54629,L,300.3,311.8,1418,45.9,53,0,No Failure
LWPNMA137528,7451,L54630,L,300.3,311.8,1451,41,55,0,No Failure
LWPNMA137529,7452,L54631,L,300.3,311.8,1508,43.1,57,0,No Failure
